merchant_id,official_name,alias,category
MERCH_GR_001_105,Blinkit Mart,BLINKIT (GROFERS) MART,Groceries
MERCH_GR_001_105,Blinkit Mart,HANDS ON TRADES MART,Groceries
MERCH_GR_001_106,Blinkit Store,BLINKIT STORE,Groceries
MERCH_GR_001_106,Blinkit Store,BLINKIT (GROFERS) STORE,Groceries
MERCH_GR_001_106,Blinkit Store,HANDS ON TRADES STORE,Groceries
MERCH_GR_001_107,Blinkit Direct,BLINKIT DIRECT,Groceries
MERCH_GR_001_107,Blinkit Direct,BLINKIT (GROFERS) DIRECT,Groceries
MERCH_GR_001_107,Blinkit Direct,HANDS ON TRADES DIRECT,Groceries
MERCH_GR_002_108,Zepto,ZEPTO,Groceries
MERCH_GR_002_108,Zepto,KIRANAKART,Groceries
MERCH_GR_002_108,Zepto,ZEPTO DAILY,Groceries
MERCH_GR_002_109,Zepto Mart,ZEPTO MART,Groceries
MERCH_GR_002_109,Zepto Mart,KIRANAKART MART,Groceries
MERCH_GR_002_109,Zepto Mart,ZEPTO DAILY MART,Groceries
MERCH_GR_002_110,Zepto Store,ZEPTO STORE,Groceries
MERCH_GR_002_110,Zepto Store,KIRANAKART STORE,Groceries
MERCH_GR_002_110,Zepto Store,ZEPTO DAILY STORE,Groceries
MERCH_GR_002_111,Zepto Direct,ZEPTO DIRECT,Groceries
MERCH_GR_002_111,Zepto Direct,KIRANAKART DIRECT,Groceries
MERCH_GR_002_111,Zepto Direct,ZEPTO DAILY DIRECT,Groceries
MERCH_GR_003_112,BigBasket,BIGBASKET,Groceries
MERCH_GR_003_112,BigBasket,SUPERMARKET GROCERY,Groceries
MERCH_GR_003_112,BigBasket,BB DAILY,Groceries
MERCH_GR_003_112,BigBasket,BB INSTANT,Groceries
MERCH_GR_003_113,BigBasket Mart,BIGBASKET MART,Groceries
MERCH_GR_003_113,BigBasket Mart,SUPERMARKET GROCERY MART,Groceries
MERCH_GR_003_113,BigBasket Mart,BB DAILY MART,Groceries
MERCH_GR_003_113,BigBasket Mart,BB INSTANT MART,Groceries
MERCH_GR_003_114,BigBasket Store,BIGBASKET STORE,Groceries
MERCH_GR_003_114,BigBasket Store,SUPERMARKET GROCERY STORE,Groceries
MERCH_GR_003_114,BigBasket Store,BB DAILY STORE,Groceries
MERCH_GR_003_114,BigBasket Store,BB INSTANT STORE,Groceries
MERCH_GR_003_115,BigBasket Direct,BIGBASKET DIRECT,Groceries
MERCH_GR_003_115,BigBasket Direct,SUPERMARKET GROCERY DIRECT,Groceries
MERCH_GR_003_115,BigBasket Direct,BB DAILY DIRECT,Groceries
MERCH_GR_003_115,BigBasket Direct,BB INSTANT DIRECT,Groceries
MERCH_GR_004_116,Swiggy Instamart,INSTAMART,Groceries
MERCH_GR_004_116,Swiggy Instamart,SWIGGY INSTAMART,Groceries
MERCH_GR_004_116,Swiggy Instamart,SWIGGY GROCERY,Groceries
MERCH_GR_004_117,Swiggy Instamart Mart,INSTAMART MART,Groceries
MERCH_GR_004_117,Swiggy Instamart Mart,SWIGGY INSTAMART MART,Groceries
MERCH_GR_004_117,Swiggy Instamart Mart,SWIGGY GROCERY MART,Groceries
MERCH_GR_004_118,Swiggy Instamart Store,INSTAMART STORE,Groceries
MERCH_GR_004_118,Swiggy Instamart Store,SWIGGY INSTAMART STORE,Groceries
MERCH_GR_004_118,Swiggy Instamart Store,SWIGGY GROCERY STORE,Groceries
MERCH_GR_004_119,Swiggy Instamart Direct,INSTAMART DIRECT,Groceries
MERCH_GR_004_119,Swiggy Instamart Direct,SWIGGY INSTAMART DIRECT,Groceries
MERCH_GR_004_119,Swiggy Instamart Direct,SWIGGY GROCERY DIRECT,Groceries
MERCH_GR_005_120,Reliance Fresh,RELIANCE FRESH,Groceries
MERCH_GR_005_120,Reliance Fresh,RELIANCE RETAIL,Groceries
MERCH_GR_005_120,Reliance Fresh,RELIANCE SMART,Groceries
MERCH_GR_005_121,Reliance Fresh Mart,RELIANCE FRESH MART,Groceries
MERCH_GR_005_121,Reliance Fresh Mart,RELIANCE RETAIL MART,Groceries
MERCH_GR_005_121,Reliance Fresh Mart,RELIANCE SMART MART,Groceries
MERCH_GR_005_122,Reliance Fresh Store,RELIANCE FRESH STORE,Groceries
MERCH_GR_005_122,Reliance Fresh Store,RELIANCE RETAIL STORE,Groceries
MERCH_GR_005_122,Reliance Fresh Store,RELIANCE SMART STORE,Groceries
MERCH_GR_005_123,Reliance Fresh Direct,RELIANCE FRESH DIRECT,Groceries
MERCH_GR_005_123,Reliance Fresh Direct,RELIANCE RETAIL DIRECT,Groceries
MERCH_GR_005_123,Reliance Fresh Direct,RELIANCE SMART DIRECT,Groceries
MERCH_GR_006_124,More Megastore,MORE RETAIL,Groceries
MERCH_GR_006_124,More Megastore,MORE MEGASTORE,Groceries
MERCH_GR_006_124,More Megastore,MORE SUPERMARKET,Groceries
MERCH_GR_006_125,More Megastore Mart,MORE RETAIL MART,Groceries
MERCH_GR_006_125,More Megastore Mart,MORE MEGASTORE MART,Groceries
MERCH_GR_006_125,More Megastore Mart,MORE SUPERMARKET MART,Groceries
MERCH_GR_006_126,More Megastore Store,MORE RETAIL STORE,Groceries
MERCH_GR_006_126,More Megastore Store,MORE MEGASTORE STORE,Groceries
MERCH_GR_006_126,More Megastore Store,MORE SUPERMARKET STORE,Groceries
MERCH_GR_006_127,More Megastore Direct,MORE RETAIL DIRECT,Groceries
MERCH_GR_006_127,More Megastore Direct,MORE MEGASTORE DIRECT,Groceries
MERCH_GR_006_127,More Megastore Direct,MORE SUPERMARKET DIRECT,Groceries
MERCH_GR_007_128,Nature's Basket,NATURES BASKET,Groceries
MERCH_GR_007_128,Nature's Basket,SPENCERS NATURES BASKET,Groceries
MERCH_GR_007_129,Nature's Basket Mart,NATURES BASKET MART,Groceries
MERCH_GR_007_129,Nature's Basket Mart,SPENCERS NATURES BASKET MART,Groceries
MERCH_GR_007_130,Nature's Basket Store,NATURES BASKET STORE,Groceries
MERCH_GR_007_130,Nature's Basket Store,SPENCERS NATURES BASKET STORE,Groceries
MERCH_GR_007_131,Nature's Basket Direct,NATURES BASKET DIRECT,Groceries
MERCH_GR_007_131,Nature's Basket Direct,SPENCERS NATURES BASKET DIRECT,Groceries
MERCH_GR_008_132,Country Delight,COUNTRY DELIGHT,Groceries
MERCH_GR_008_132,Country Delight,ORGANICS COUNTRY DELIGHT,Groceries
MERCH_GR_008_133,Country Delight Mart,COUNTRY DELIGHT MART,Groceries
MERCH_GR_008_133,Country Delight Mart,ORGANICS COUNTRY DELIGHT MART,Groceries
MERCH_GR_008_134,Country Delight Store,COUNTRY DELIGHT STORE,Groceries
MERCH_GR_008_134,Country Delight Store,ORGANICS COUNTRY DELIGHT STORE,Groceries
MERCH_GR_008_135,Country Delight Direct,COUNTRY DELIGHT DIRECT,Groceries
MERCH_GR_008_135,Country Delight Direct,ORGANICS COUNTRY DELIGHT DIRECT,Groceries
MERCH_GR_009_136,Licious,LICIOUS,Groceries
MERCH_GR_009_136,Licious,DELIGHTFUL GOURMET,Groceries
MERCH_GR_009_136,Licious,LICIOUS MEAT,Groceries
MERCH_GR_009_137,Licious Mart,LICIOUS MART,Groceries
MERCH_GR_009_137,Licious Mart,DELIGHTFUL GOURMET MART,Groceries
MERCH_GR_009_137,Licious Mart,LICIOUS MEAT MART,Groceries
MERCH_GR_009_138,Licious Store,LICIOUS STORE,Groceries
MERCH_GR_009_138,Licious Store,DELIGHTFUL GOURMET STORE,Groceries
MERCH_GR_009_138,Licious Store,LICIOUS MEAT STORE,Groceries
MERCH_GR_009_139,Licious Direct,LICIOUS DIRECT,Groceries
MERCH_GR_009_139,Licious Direct,DELIGHTFUL GOURMET DIRECT,Groceries
MERCH_GR_009_139,Licious Direct,LICIOUS MEAT DIRECT,Groceries
MERCH_GR_010_140,FreshToHome,FRESHTOHOME,Groceries
MERCH_GR_010_140,FreshToHome,FRESHTOHOME FOODS,Groceries
MERCH_GR_010_141,FreshToHome Mart,FRESHTOHOME MART,Groceries
MERCH_GR_010_141,FreshToHome Mart,FRESHTOHOME FOODS MART,Groceries
MERCH_GR_010_142,FreshToHome Store,FRESHTOHOME STORE,Groceries
MERCH_GR_010_142,FreshToHome Store,FRESHTOHOME FOODS STORE,Groceries
MERCH_GR_010_143,FreshToHome Direct,FRESHTOHOME DIRECT,Groceries
MERCH_GR_010_143,FreshToHome Direct,FRESHTOHOME FOODS DIRECT,Groceries
MERCH_GR_011_144,Local Kirana Store,KIRANA STORE,Groceries
MERCH_GR_011_144,Local Kirana Store,UPAHAR PROVISIONS,Groceries
MERCH_GR_011_144,Local Kirana Store,LAKSHMI STORES,Groceries
MERCH_GR_011_144,Local Kirana Store,CITY SUPERMART,Groceries
MERCH_GR_011_145,Local Kirana Store Mart,KIRANA STORE MART,Groceries
MERCH_GR_011_145,Local Kirana Store Mart,UPAHAR PROVISIONS MART,Groceries
MERCH_GR_011_145,Local Kirana Store Mart,LAKSHMI STORES MART,Groceries
MERCH_GR_011_145,Local Kirana Store Mart,CITY SUPERMART MART,Groceries
MERCH_GR_011_146,Local Kirana Store Store,KIRANA STORE STORE,Groceries
MERCH_GR_011_146,Local Kirana Store Store,UPAHAR PROVISIONS STORE,Groceries
MERCH_GR_011_146,Local Kirana Store Store,LAKSHMI STORES STORE,Groceries
MERCH_GR_011_146,Local Kirana Store Store,CITY SUPERMART STORE,Groceries
MERCH_GR_011_147,Local Kirana Store Direct,KIRANA STORE DIRECT,Groceries
MERCH_GR_011_147,Local Kirana Store Direct,UPAHAR PROVISIONS DIRECT,Groceries
MERCH_GR_011_147,Local Kirana Store Direct,LAKSHMI STORES DIRECT,Groceries
MERCH_GR_011_147,Local Kirana Store Direct,CITY SUPERMART DIRECT,Groceries
MERCH_TR_000_148,Uber,UBER,Transportation
MERCH_TR_000_148,Uber,UBER TRIP,Transportation
MERCH_TR_000_148,Uber,UBER INDIA,Transportation
MERCH_TR_000_148,Uber,UBER*PAYMENT,Transportation
MERCH_TR_000_148,Uber,UBER AUTO,Transportation
MERCH_TR_000_149,Uber Service,UBER SERVICE,Transportation
MERCH_TR_000_149,Uber Service,UBER TRIP SERVICE,Transportation
MERCH_TR_000_149,Uber Service,UBER INDIA SERVICE,Transportation
MERCH_TR_000_149,Uber Service,UBER*PAYMENT SERVICE,Transportation
MERCH_TR_000_149,Uber Service,UBER AUTO SERVICE,Transportation
MERCH_TR_000_150,Uber Pay,UBER PAY,Transportation
MERCH_TR_000_150,Uber Pay,UBER TRIP PAY,Transportation
MERCH_TR_000_150,Uber Pay,UBER INDIA PAY,Transportation
MERCH_TR_000_150,Uber Pay,UBER*PAYMENT PAY,Transportation
MERCH_TR_000_150,Uber Pay,UBER AUTO PAY,Transportation
MERCH_TR_000_151,Uber Fuel,UBER FUEL,Transportation
MERCH_TR_000_151,Uber Fuel,UBER TRIP FUEL,Transportation
MERCH_TR_000_151,Uber Fuel,UBER INDIA FUEL,Transportation
MERCH_TR_000_151,Uber Fuel,UBER*PAYMENT FUEL,Transportation
MERCH_TR_000_151,Uber Fuel,UBER AUTO FUEL,Transportation
MERCH_TR_001_152,Ola Cabs,OLA,Transportation
MERCH_TR_001_152,Ola Cabs,OLA CABS,Transportation
MERCH_TR_001_152,Ola Cabs,ANI TECHNOLOGIES,Transportation
MERCH_TR_001_152,Ola Cabs,OLA AUTO,Transportation
MERCH_TR_001_152,Ola Cabs,OLA MONEY,Transportation
MERCH_TR_001_153,Ola Cabs Service,OLA SERVICE,Transportation
MERCH_TR_001_153,Ola Cabs Service,OLA CABS SERVICE,Transportation
MERCH_TR_001_153,Ola Cabs Service,ANI TECHNOLOGIES SERVICE,Transportation
MERCH_TR_001_153,Ola Cabs Service,OLA AUTO SERVICE,Transportation
MERCH_TR_001_153,Ola Cabs Service,OLA MONEY SERVICE,Transportation
MERCH_TR_001_154,Ola Cabs Pay,OLA PAY,Transportation
MERCH_TR_001_154,Ola Cabs Pay,OLA CABS PAY,Transportation
MERCH_TR_001_154,Ola Cabs Pay,ANI TECHNOLOGIES PAY,Transportation
MERCH_TR_001_154,Ola Cabs Pay,OLA AUTO PAY,Transportation
MERCH_TR_001_154,Ola Cabs Pay,OLA MONEY PAY,Transportation
MERCH_TR_001_155,Ola Cabs Fuel,OLA FUEL,Transportation
MERCH_TR_001_155,Ola Cabs Fuel,OLA CABS FUEL,Transportation
MERCH_TR_001_155,Ola Cabs Fuel,ANI TECHNOLOGIES FUEL,Transportation
MERCH_TR_001_155,Ola Cabs Fuel,OLA AUTO FUEL,Transportation
MERCH_TR_001_155,Ola Cabs Fuel,OLA MONEY FUEL,Transportation
MERCH_TR_002_156,Rapido,RAPIDO,Transportation
MERCH_TR_002_156,Rapido,RAPIDO BIKE,Transportation
MERCH_TR_002_156,Rapido,ROPPEN TRANSPORTATION,Transportation
MERCH_TR_002_157,Rapido Service,RAPIDO SERVICE,Transportation
MERCH_TR_002_157,Rapido Service,RAPIDO BIKE SERVICE,Transportation
MERCH_TR_002_157,Rapido Service,ROPPEN TRANSPORTATION SERVICE,Transportation
MERCH_TR_002_158,Rapido Pay,RAPIDO PAY,Transportation
MERCH_TR_002_158,Rapido Pay,RAPIDO BIKE PAY,Transportation
MERCH_TR_002_158,Rapido Pay,ROPPEN TRANSPORTATION PAY,Transportation
MERCH_TR_002_159,Rapido Fuel,RAPIDO FUEL,Transportation
MERCH_TR_002_159,Rapido Fuel,RAPIDO BIKE FUEL,Transportation
MERCH_TR_002_159,Rapido Fuel,ROPPEN TRANSPORTATION FUEL,Transportation
MERCH_TR_003_160,Namma Yatri,NAMMA YATRI,Transportation
MERCH_TR_003_160,Namma Yatri,MOVING TECH NAMMA,Transportation
MERCH_TR_003_161,Namma Yatri Service,NAMMA YATRI SERVICE,Transportation
MERCH_TR_003_161,Namma Yatri Service,MOVING TECH NAMMA SERVICE,Transportation
MERCH_TR_003_162,Namma Yatri Pay,NAMMA YATRI PAY,Transportation
MERCH_TR_003_162,Namma Yatri Pay,MOVING TECH NAMMA PAY,Transportation
MERCH_TR_003_163,Namma Yatri Fuel,NAMMA YATRI FUEL,Transportation
MERCH_TR_003_163,Namma Yatri Fuel,MOVING TECH NAMMA FUEL,Transportation
MERCH_TR_004_164,IndiGo,INDIGO,Transportation
MERCH_TR_004_164,IndiGo,INTERGLOBE AVIATION,Transportation
MERCH_TR_004_164,IndiGo,INDIGO AIRLINES,Transportation
MERCH_TR_004_165,IndiGo Service,INDIGO SERVICE,Transportation
MERCH_TR_004_165,IndiGo Service,INTERGLOBE AVIATION SERVICE,Transportation
MERCH_TR_004_165,IndiGo Service,INDIGO AIRLINES SERVICE,Transportation
MERCH_TR_004_166,IndiGo Pay,INDIGO PAY,Transportation
MERCH_TR_004_166,IndiGo Pay,INTERGLOBE AVIATION PAY,Transportation
MERCH_TR_004_166,IndiGo Pay,INDIGO AIRLINES PAY,Transportation
MERCH_TR_004_167,IndiGo Fuel,INDIGO FUEL,Transportation
MERCH_TR_004_167,IndiGo Fuel,INTERGLOBE AVIATION FUEL,Transportation
MERCH_TR_004_167,IndiGo Fuel,INDIGO AIRLINES FUEL,Transportation
MERCH_TR_005_168,Air India,AIR INDIA,Transportation
MERCH_TR_005_168,Air India,AIR INDIA LTD,Transportation
MERCH_TR_005_168,Air India,TATA AIR INDIA,Transportation
MERCH_TR_005_169,Air India Service,AIR INDIA SERVICE,Transportation
MERCH_TR_005_169,Air India Service,AIR INDIA LTD SERVICE,Transportation
MERCH_TR_005_169,Air India Service,TATA AIR INDIA SERVICE,Transportation
MERCH_TR_005_170,Air India Pay,AIR INDIA PAY,Transportation
MERCH_TR_005_170,Air India Pay,AIR INDIA LTD PAY,Transportation
MERCH_TR_005_170,Air India Pay,TATA AIR INDIA PAY,Transportation
MERCH_TR_005_171,Air India Fuel,AIR INDIA FUEL,Transportation
MERCH_TR_005_171,Air India Fuel,AIR INDIA LTD FUEL,Transportation
MERCH_TR_005_171,Air India Fuel,TATA AIR INDIA FUEL,Transportation
MERCH_TR_006_172,SpiceJet,SPICEJET,Transportation
MERCH_TR_006_172,SpiceJet,SPICEJET AIRLINES,Transportation
MERCH_TR_006_173,SpiceJet Service,SPICEJET SERVICE,Transportation
MERCH_TR_006_173,SpiceJet Service,SPICEJET AIRLINES SERVICE,Transportation
MERCH_TR_006_174,SpiceJet Pay,SPICEJET PAY,Transportation
MERCH_TR_006_174,SpiceJet Pay,SPICEJET AIRLINES PAY,Transportation
MERCH_TR_006_175,SpiceJet Fuel,SPICEJET FUEL,Transportation
MERCH_TR_006_175,SpiceJet Fuel,SPICEJET AIRLINES FUEL,Transportation
MERCH_TR_007_176,IRCTC,IRCTC,Transportation
MERCH_TR_007_176,IRCTC,IRCTC TRAIN TICKETING,Transportation
MERCH_TR_007_176,IRCTC,IRCTC E-TICKETING,Transportation
MERCH_TR_007_177,IRCTC Service,IRCTC SERVICE,Transportation
MERCH_TR_007_177,IRCTC Service,IRCTC TRAIN TICKETING SERVICE,Transportation
MERCH_TR_007_177,IRCTC Service,IRCTC E-TICKETING SERVICE,Transportation
MERCH_TR_007_178,IRCTC Pay,IRCTC PAY,Transportation
MERCH_TR_007_178,IRCTC Pay,IRCTC TRAIN TICKETING PAY,Transportation
MERCH_TR_007_178,IRCTC Pay,IRCTC E-TICKETING PAY,Transportation
MERCH_TR_007_179,IRCTC Fuel,IRCTC FUEL,Transportation
MERCH_TR_007_179,IRCTC Fuel,IRCTC TRAIN TICKETING FUEL,Transportation
MERCH_TR_007_179,IRCTC Fuel,IRCTC E-TICKETING FUEL,Transportation
MERCH_TR_008_180,Delhi Metro,DMRC,Transportation
MERCH_TR_008_180,Delhi Metro,DELHI METRO,Transportation
MERCH_TR_008_180,Delhi Metro,DMRC CARD RECHARGE,Transportation
MERCH_TR_008_181,Delhi Metro Service,DMRC SERVICE,Transportation
MERCH_TR_008_181,Delhi Metro Service,DELHI METRO SERVICE,Transportation
MERCH_TR_008_181,Delhi Metro Service,DMRC CARD RECHARGE SERVICE,Transportation
MERCH_TR_008_182,Delhi Metro Pay,DMRC PAY,Transportation
MERCH_TR_008_182,Delhi Metro Pay,DELHI METRO PAY,Transportation
MERCH_TR_008_182,Delhi Metro Pay,DMRC CARD RECHARGE PAY,Transportation
MERCH_TR_008_183,Delhi Metro Fuel,DMRC FUEL,Transportation
MERCH_TR_008_183,Delhi Metro Fuel,DELHI METRO FUEL,Transportation
MERCH_TR_008_183,Delhi Metro Fuel,DMRC CARD RECHARGE FUEL,Transportation
MERCH_TR_009_184,Namma Metro,BMRCL,Transportation
MERCH_TR_009_184,Namma Metro,NAMMA METRO,Transportation
MERCH_TR_009_184,Namma Metro,BANGALORE METRO,Transportation
MERCH_TR_009_185,Namma Metro Service,BMRCL SERVICE,Transportation
MERCH_TR_009_185,Namma Metro Service,NAMMA METRO SERVICE,Transportation
MERCH_TR_009_185,Namma Metro Service,BANGALORE METRO SERVICE,Transportation
MERCH_TR_009_186,Namma Metro Pay,BMRCL PAY,Transportation
MERCH_TR_009_186,Namma Metro Pay,NAMMA METRO PAY,Transportation
MERCH_TR_009_186,Namma Metro Pay,BANGALORE METRO PAY,Transportation
MERCH_TR_009_187,Namma Metro Fuel,BMRCL FUEL,Transportation
MERCH_TR_009_187,Namma Metro Fuel,NAMMA METRO FUEL,Transportation
MERCH_TR_009_187,Namma Metro Fuel,BANGALORE METRO FUEL,Transportation
MERCH_TR_010_188,HPCL Fuel,HPCL,Transportation
MERCH_TR_010_188,HPCL Fuel,HINDUSTAN PETROLEUM,Transportation
MERCH_TR_010_188,HPCL Fuel,HP PETROL PUMP,Transportation
MERCH_TR_010_189,HPCL Fuel Service,HPCL SERVICE,Transportation
MERCH_TR_010_189,HPCL Fuel Service,HINDUSTAN PETROLEUM SERVICE,Transportation
MERCH_TR_010_189,HPCL Fuel Service,HP PETROL PUMP SERVICE,Transportation
MERCH_TR_010_190,HPCL Fuel Pay,HPCL PAY,Transportation
MERCH_TR_010_190,HPCL Fuel Pay,HINDUSTAN PETROLEUM PAY,Transportation
MERCH_TR_010_190,HPCL Fuel Pay,HP PETROL PUMP PAY,Transportation
MERCH_TR_010_191,HPCL Fuel Fuel,HPCL FUEL,Transportation
MERCH_TR_010_191,HPCL Fuel Fuel,HINDUSTAN PETROLEUM FUEL,Transportation
MERCH_TR_010_191,HPCL Fuel Fuel,HP PETROL PUMP FUEL,Transportation
MERCH_TR_011_192,BPCL Fuel,BPCL,Transportation
MERCH_TR_011_192,BPCL Fuel,BHARAT PETROLEUM,Transportation
MERCH_TR_011_192,BPCL Fuel,BPCL PETROL PUMP,Transportation
MERCH_TR_011_193,BPCL Fuel Service,BPCL SERVICE,Transportation
MERCH_TR_011_193,BPCL Fuel Service,BHARAT PETROLEUM SERVICE,Transportation
MERCH_TR_011_193,BPCL Fuel Service,BPCL PETROL PUMP SERVICE,Transportation
MERCH_TR_011_194,BPCL Fuel Pay,BPCL PAY,Transportation
MERCH_TR_011_194,BPCL Fuel Pay,BHARAT PETROLEUM PAY,Transportation
MERCH_TR_011_194,BPCL Fuel Pay,BPCL PETROL PUMP PAY,Transportation
MERCH_TR_011_195,BPCL Fuel Fuel,BPCL FUEL,Transportation
MERCH_TR_011_195,BPCL Fuel Fuel,BHARAT PETROLEUM FUEL,Transportation
MERCH_TR_011_195,BPCL Fuel Fuel,BPCL PETROL PUMP FUEL,Transportation
MERCH_TR_012_196,IOCL Fuel,IOCL,Transportation
MERCH_TR_012_196,IOCL Fuel,INDIAN OIL,Transportation
MERCH_TR_012_196,IOCL Fuel,INDIANOIL CORP,Transportation
MERCH_TR_012_197,IOCL Fuel Service,IOCL SERVICE,Transportation
MERCH_TR_012_197,IOCL Fuel Service,INDIAN OIL SERVICE,Transportation
MERCH_TR_012_197,IOCL Fuel Service,INDIANOIL CORP SERVICE,Transportation
MERCH_TR_012_198,IOCL Fuel Pay,IOCL PAY,Transportation
MERCH_TR_012_198,IOCL Fuel Pay,INDIAN OIL PAY,Transportation
MERCH_TR_012_198,IOCL Fuel Pay,INDIANOIL CORP PAY,Transportation
MERCH_TR_012_199,IOCL Fuel Fuel,IOCL FUEL,Transportation
MERCH_TR_012_199,IOCL Fuel Fuel,INDIAN OIL FUEL,Transportation
MERCH_TR_012_199,IOCL Fuel Fuel,INDIANOIL CORP FUEL,Transportation
MERCH_TR_013_200,Shell Petrol Pump,SHELL,Transportation
MERCH_TR_013_200,Shell Petrol Pump,SHELL INDIA,Transportation
MERCH_TR_013_200,Shell Petrol Pump,SHELL PETROL,Transportation
MERCH_TR_013_201,Shell Petrol Pump Service,SHELL SERVICE,Transportation
MERCH_TR_013_201,Shell Petrol Pump Service,SHELL INDIA SERVICE,Transportation
MERCH_TR_013_201,Shell Petrol Pump Service,SHELL PETROL SERVICE,Transportation
MERCH_TR_013_202,Shell Petrol Pump Pay,SHELL PAY,Transportation
MERCH_TR_013_202,Shell Petrol Pump Pay,SHELL INDIA PAY,Transportation
MERCH_TR_013_202,Shell Petrol Pump Pay,SHELL PETROL PAY,Transportation
MERCH_TR_013_203,Shell Petrol Pump Fuel,SHELL FUEL,Transportation
MERCH_TR_013_203,Shell Petrol Pump Fuel,SHELL INDIA FUEL,Transportation
MERCH_TR_013_203,Shell Petrol Pump Fuel,SHELL PETROL FUEL,Transportation
MERCH_TR_014_204,FASTag Recharge,FASTAG,Transportation
MERCH_TR_014_204,FASTag Recharge,NETC FASTAG,Transportation
MERCH_TR_014_204,FASTag Recharge,NHAI FASTAG RECHARGE,Transportation
MERCH_TR_014_205,FASTag Recharge Service,FASTAG SERVICE,Transportation
MERCH_TR_014_205,FASTag Recharge Service,NETC FASTAG SERVICE,Transportation
MERCH_TR_014_205,FASTag Recharge Service,NHAI FASTAG RECHARGE SERVICE,Transportation
MERCH_TR_014_206,FASTag Recharge Pay,FASTAG PAY,Transportation
MERCH_TR_014_206,FASTag Recharge Pay,NETC FASTAG PAY,Transportation
MERCH_TR_014_206,FASTag Recharge Pay,NHAI FASTAG RECHARGE PAY,Transportation
MERCH_TR_014_207,FASTag Recharge Fuel,FASTAG FUEL,Transportation
MERCH_TR_014_207,FASTag Recharge Fuel,NETC FASTAG FUEL,Transportation
MERCH_TR_014_207,FASTag Recharge Fuel,NHAI FASTAG RECHARGE FUEL,Transportation
MERCH_RH_000_208,Landlord Direct Rent,RENT PAYMENT,Rent & Housing
MERCH_RH_000_208,Landlord Direct Rent,HOUSE RENT UPI,Rent & Housing
MERCH_RH_000_208,Landlord Direct Rent,LANDLORD RENT TRANSFER,Rent & Housing
MERCH_RH_000_208,Landlord Direct Rent,MONTHLY RENT,Rent & Housing
MERCH_RH_000_209,Landlord Direct Rent Online,RENT PAYMENT ONLINE,Rent & Housing
MERCH_RH_000_209,Landlord Direct Rent Online,HOUSE RENT UPI ONLINE,Rent & Housing
MERCH_RH_000_209,Landlord Direct Rent Online,LANDLORD RENT TRANSFER ONLINE,Rent & Housing
MERCH_RH_000_209,Landlord Direct Rent Online,MONTHLY RENT ONLINE,Rent & Housing
MERCH_RH_000_210,Landlord Direct Rent Pay,RENT PAYMENT PAY,Rent & Housing
MERCH_RH_000_210,Landlord Direct Rent Pay,HOUSE RENT UPI PAY,Rent & Housing
MERCH_RH_000_210,Landlord Direct Rent Pay,LANDLORD RENT TRANSFER PAY,Rent & Housing
MERCH_RH_000_210,Landlord Direct Rent Pay,MONTHLY RENT PAY,Rent & Housing
MERCH_RH_001_211,Society Maintenance,SOCIETY MAINTENANCE,Rent & Housing
MERCH_RH_001_211,Society Maintenance,APARTMENT ASSN MAINTENANCE,Rent & Housing
MERCH_RH_001_211,Society Maintenance,MYGATE MAINTENANCE,Rent & Housing
MERCH_RH_001_212,Society Maintenance Online,SOCIETY MAINTENANCE ONLINE,Rent & Housing
MERCH_RH_001_212,Society Maintenance Online,APARTMENT ASSN MAINTENANCE ONLINE,Rent & Housing
MERCH_RH_001_212,Society Maintenance Online,MYGATE MAINTENANCE ONLINE,Rent & Housing
MERCH_RH_001_213,Society Maintenance Pay,SOCIETY MAINTENANCE PAY,Rent & Housing
MERCH_RH_001_213,Society Maintenance Pay,APARTMENT ASSN MAINTENANCE PAY,Rent & Housing
MERCH_RH_001_213,Society Maintenance Pay,MYGATE MAINTENANCE PAY,Rent & Housing
MERCH_RH_002_214,CRED RentPay,CRED RENT,Rent & Housing
MERCH_RH_002_214,CRED RentPay,CRED RENTPAY,Rent & Housing
MERCH_RH_002_214,CRED RentPay,DREAMPLUG RENT,Rent & Housing
MERCH_RH_002_215,CRED RentPay Online,CRED RENT ONLINE,Rent & Housing
MERCH_RH_002_215,CRED RentPay Online,CRED RENTPAY ONLINE,Rent & Housing
MERCH_RH_002_215,CRED RentPay Online,DREAMPLUG RENT ONLINE,Rent & Housing
MERCH_RH_002_216,CRED RentPay Pay,CRED RENT PAY,Rent & Housing
MERCH_RH_002_216,CRED RentPay Pay,CRED RENTPAY PAY,Rent & Housing
MERCH_RH_002_216,CRED RentPay Pay,DREAMPLUG RENT PAY,Rent & Housing
MERCH_RH_003_217,NoBroker Rent Pay,NOBROKER RENT,Rent & Housing
MERCH_RH_003_217,NoBroker Rent Pay,NOBROKER TECHNOLOGIES,Rent & Housing
MERCH_RH_003_218,NoBroker Rent Pay Online,NOBROKER RENT ONLINE,Rent & Housing
MERCH_RH_003_218,NoBroker Rent Pay Online,NOBROKER TECHNOLOGIES ONLINE,Rent & Housing
MERCH_RH_003_219,NoBroker Rent Pay Pay,NOBROKER RENT PAY,Rent & Housing
MERCH_RH_003_219,NoBroker Rent Pay Pay,NOBROKER TECHNOLOGIES PAY,Rent & Housing
MERCH_RH_004_220,Housing.com Rent,HOUSING.COM RENT,Rent & Housing
