merchant_id,official_name,category,typical_min_amount,typical_max_amount,is_subscription_eligible,subscription_frequency,alias_count
MERCH_SH_005_344,Westside,Shopping,800,10000,False,N/A,2
MERCH_SH_005_345,Westside Retail,Shopping,800,10000,False,N/A,2
MERCH_SH_005_346,Westside Store,Shopping,800,10000,False,N/A,2
MERCH_SH_005_347,Westside Fashion,Shopping,800,10000,False,N/A,2
MERCH_SH_005_348,Westside Digital,Shopping,800,10000,False,N/A,2
MERCH_SH_006_349,Zara India,Shopping,1500,18000,False,N/A,2
MERCH_SH_006_350,Zara India Retail,Shopping,1500,18000,False,N/A,2
MERCH_SH_006_351,Zara India Store,Shopping,1500,18000,False,N/A,2
MERCH_SH_006_352,Zara India Fashion,Shopping,1500,18000,False,N/A,2
MERCH_SH_006_353,Zara India Digital,Shopping,1500,18000,False,N/A,2
MERCH_SH_007_354,H&M India,Shopping,900,12000,False,N/A,2
MERCH_SH_007_355,H&M India Retail,Shopping,900,12000,False,N/A,2
MERCH_SH_007_356,H&M India Store,Shopping,900,12000,False,N/A,2
MERCH_SH_007_357,H&M India Fashion,Shopping,900,12000,False,N/A,2
MERCH_SH_007_358,H&M India Digital,Shopping,900,12000,False,N/A,2
MERCH_SH_008_359,Ajio,Shopping,400,7500,False,N/A,2
MERCH_SH_008_360,Ajio Retail,Shopping,400,7500,False,N/A,2
MERCH_SH_008_361,Ajio Store,Shopping,400,7500,False,N/A,2
MERCH_SH_008_362,Ajio Fashion,Shopping,400,7500,False,N/A,2
MERCH_SH_008_363,Ajio Digital,Shopping,400,7500,False,N/A,2
MERCH_SH_009_364,Decathlon,Shopping,300,15000,False,N/A,2
MERCH_SH_009_365,Decathlon Retail,Shopping,300,15000,False,N/A,2
MERCH_SH_009_366,Decathlon Store,Shopping,300,15000,False,N/A,2
MERCH_SH_009_367,Decathlon Fashion,Shopping,300,15000,False,N/A,2
MERCH_SH_009_368,Decathlon Digital,Shopping,300,15000,False,N/A,2
MERCH_SH_010_369,Croma,Shopping,1000,85000,False,N/A,2
MERCH_SH_010_370,Croma Retail,Shopping,1000,85000,False,N/A,2
MERCH_SH_010_371,Croma Store,Shopping,1000,85000,False,N/A,2
MERCH_SH_010_372,Croma Fashion,Shopping,1000,85000,False,N/A,2
MERCH_SH_010_373,Croma Digital,Shopping,1000,85000,False,N/A,2
MERCH_SH_011_374,Vijay Sales,Shopping,1000,75000,False,N/A,2
MERCH_SH_011_375,Vijay Sales Retail,Shopping,1000,75000,False,N/A,2
MERCH_SH_011_376,Vijay Sales Store,Shopping,1000,75000,False,N/A,2
MERCH_SH_011_377,Vijay Sales Fashion,Shopping,1000,75000,False,N/A,2
MERCH_SH_011_378,Vijay Sales Digital,Shopping,1000,75000,False,N/A,2
MERCH_SH_012_379,Apple Store,Shopping,5000,150000,False,N/A,3
MERCH_SH_012_380,Apple Store Retail,Shopping,5000,150000,False,N/A,3
MERCH_SH_012_381,Apple Store Store,Shopping,5000,150000,False,N/A,3
MERCH_SH_012_382,Apple Store Fashion,Shopping,5000,150000,False,N/A,3
MERCH_SH_012_383,Apple Store Digital,Shopping,5000,150000,False,N/A,3
MERCH_UT_000_384,BESCOM Electricity,Utilities,500,6000,True,Monthly,3
MERCH_UT_000_385,BESCOM Electricity Bill,Utilities,500,6000,True,Monthly,3
MERCH_UT_000_386,BESCOM Electricity Utility,Utilities,500,6000,True,Monthly,3
MERCH_UT_001_387,MSEDCL Power,Utilities,600,7500,True,Monthly,3
MERCH_UT_001_388,MSEDCL Power Bill,Utilities,600,7500,True,Monthly,3
MERCH_UT_001_389,MSEDCL Power Utility,Utilities,600,7500,True,Monthly,3
MERCH_UT_002_390,Tata Power,Utilities,500,7000,True,Monthly,2
MERCH_UT_002_391,Tata Power Bill,Utilities,500,7000,True,Monthly,2
MERCH_UT_002_392,Tata Power Utility,Utilities,500,7000,True,Monthly,2
MERCH_UT_003_393,Adani Electricity,Utilities,600,8000,True,Monthly,2
MERCH_UT_003_394,Adani Electricity Bill,Utilities,600,8000,True,Monthly,2
MERCH_UT_003_395,Adani Electricity Utility,Utilities,600,8000,True,Monthly,2
MERCH_UT_004_396,Airtel Broadband,Utilities,799,1799,True,Monthly,3
MERCH_UT_004_397,Airtel Broadband Bill,Utilities,799,1799,True,Monthly,3
MERCH_UT_004_398,Airtel Broadband Utility,Utilities,799,1799,True,Monthly,3
MERCH_UT_005_399,JioFiber,Utilities,699,1499,True,Monthly,3
MERCH_UT_005_400,JioFiber Bill,Utilities,699,1499,True,Monthly,3
MERCH_UT_005_401,JioFiber Utility,Utilities,699,1499,True,Monthly,3
MERCH_UT_006_402,Vi Postpaid,Utilities,399,1199,True,Monthly,2
MERCH_UT_006_403,Vi Postpaid Bill,Utilities,399,1199,True,Monthly,2
MERCH_UT_006_404,Vi Postpaid Utility,Utilities,399,1199,True,Monthly,2
MERCH_UT_007_405,Tata Play DTH,Utilities,300,900,True,Monthly,2
MERCH_UT_007_406,Tata Play DTH Bill,Utilities,300,900,True,Monthly,2
MERCH_UT_007_407,Tata Play DTH Utility,Utilities,300,900,True,Monthly,2
MERCH_UT_008_408,Indane LPG Gas,Utilities,850,1200,True,Monthly,2
MERCH_UT_008_409,Indane LPG Gas Bill,Utilities,850,1200,True,Monthly,2
MERCH_UT_008_410,Indane LPG Gas Utility,Utilities,850,1200,True,Monthly,2
MERCH_UT_009_411,HP Gas,Utilities,850,1200,True,Monthly,2
MERCH_UT_009_412,HP Gas Bill,Utilities,850,1200,True,Monthly,2
MERCH_UT_009_413,HP Gas Utility,Utilities,850,1200,True,Monthly,2
MERCH_IV_000_414,Zerodha,Investments,1000,50000,True,Monthly,3
MERCH_IV_000_415,Zerodha Investments,Investments,1000,50000,True,Monthly,3
MERCH_IV_000_416,Zerodha Capital,Investments,1000,50000,True,Monthly,3
MERCH_IV_001_417,Groww,Investments,500,35000,True,Monthly,3
MERCH_IV_001_418,Groww Investments,Investments,500,35000,True,Monthly,3
MERCH_IV_001_419,Groww Capital,Investments,500,35000,True,Monthly,3
MERCH_IV_002_420,Upstox,Investments,1000,40000,False,N/A,2
MERCH_IV_002_421,Upstox Investments,Investments,1000,40000,False,N/A,2
MERCH_IV_002_422,Upstox Capital,Investments,1000,40000,False,N/A,2
MERCH_IV_003_423,Paytm Money,Investments,500,25000,True,Monthly,2
MERCH_IV_003_424,Paytm Money Investments,Investments,500,25000,True,Monthly,2
MERCH_IV_003_425,Paytm Money Capital,Investments,500,25000,True,Monthly,2
MERCH_IV_004_426,ICICI Direct,Investments,2000,60000,False,N/A,2
MERCH_IV_004_427,ICICI Direct Investments,Investments,2000,60000,False,N/A,2
MERCH_IV_004_428,ICICI Direct Capital,Investments,2000,60000,False,N/A,2
MERCH_IV_005_429,NPS Contribution,Investments,1000,50000,True,Monthly,3
MERCH_IV_005_430,NPS Contribution Investments,Investments,1000,50000,True,Monthly,3
MERCH_IV_005_431,NPS Contribution Capital,Investments,1000,50000,True,Monthly,3
MERCH_IV_006_432,PPF Deposit,Investments,1000,150000,True,Annual,3
MERCH_IV_006_433,PPF Deposit Investments,Investments,1000,150000,True,Annual,3
MERCH_IV_006_434,PPF Deposit Capital,Investments,1000,150000,True,Annual,3
MERCH_VA_000_435,MakeMyTrip,Vacation,2500,45000,False,N/A,3
MERCH_VA_000_436,MakeMyTrip Travels,Vacation,2500,45000,False,N/A,3
MERCH_VA_000_437,MakeMyTrip Stays,Vacation,2500,45000,False,N/A,3
MERCH_VA_000_438,MakeMyTrip Holidays,Vacation,2500,45000,False,N/A,3
MERCH_VA_001_439,Goibibo,Vacation,1500,25000,False,N/A,2
MERCH_VA_001_440,Goibibo Travels,Vacation,1500,25000,False,N/A,2
MERCH_VA_001_441,Goibibo Stays,Vacation,1500,25000,False,N/A,2
MERCH_VA_001_442,Goibibo Holidays,Vacation,1500,25000,False,N/A,2
MERCH_VA_002_443,Booking.com,Vacation,2000,55000,False,N/A,2
MERCH_VA_002_444,Booking.com Travels,Vacation,2000,55000,False,N/A,2
MERCH_VA_002_445,Booking.com Stays,Vacation,2000,55000,False,N/A,2
MERCH_VA_002_446,Booking.com Holidays,Vacation,2000,55000,False,N/A,2
MERCH_VA_003_447,Airbnb India,Vacation,2500,35000,False,N/A,2
MERCH_VA_003_448,Airbnb India Travels,Vacation,2500,35000,False,N/A,2
MERCH_VA_003_449,Airbnb India Stays,Vacation,2500,35000,False,N/A,2
MERCH_VA_003_450,Airbnb India Holidays,Vacation,2500,35000,False,N/A,2
MERCH_VA_004_451,Taj Hotels,Vacation,8000,80000,False,N/A,3
MERCH_VA_004_452,Taj Hotels Travels,Vacation,8000,80000,False,N/A,3
MERCH_VA_004_453,Taj Hotels Stays,Vacation,8000,80000,False,N/A,3
MERCH_VA_004_454,Taj Hotels Holidays,Vacation,8000,80000,False,N/A,3
MERCH_VA_005_455,Oyo Rooms,Vacation,800,4000,False,N/A,3
MERCH_VA_005_456,Oyo Rooms Travels,Vacation,800,4000,False,N/A,3
MERCH_VA_005_457,Oyo Rooms Stays,Vacation,800,4000,False,N/A,3
MERCH_VA_005_458,Oyo Rooms Holidays,Vacation,800,4000,False,N/A,3
MERCH_GM_000_459,Urban Company,Grooming,350,2500,False,N/A,3
MERCH_GM_000_460,Urban Company Salon,Grooming,350,2500,False,N/A,3
MERCH_GM_000_461,Urban Company Spa,Grooming,350,2500,False,N/A,3
MERCH_GM_000_462,Urban Company Care,Grooming,350,2500,False,N/A,3
MERCH_GM_001_463,Jawed Habib Salon,Grooming,300,1800,False,N/A,2
MERCH_GM_001_464,Jawed Habib Salon Salon,Grooming,300,1800,False,N/A,2
MERCH_GM_001_465,Jawed Habib Salon Spa,Grooming,300,1800,False,N/A,2
MERCH_GM_001_466,Jawed Habib Salon Care,Grooming,300,1800,False,N/A,2
MERCH_GM_002_467,Naturals Salon,Grooming,400,3000,False,N/A,2
MERCH_GM_002_468,Naturals Salon Salon,Grooming,400,3000,False,N/A,2
MERCH_GM_002_469,Naturals Salon Spa,Grooming,400,3000,False,N/A,2
MERCH_GM_002_470,Naturals Salon Care,Grooming,400,3000,False,N/A,2
MERCH_GM_003_471,Bodycraft Salon,Grooming,800,6000,False,N/A,2
MERCH_GM_003_472,Bodycraft Salon Salon,Grooming,800,6000,False,N/A,2
MERCH_GM_003_473,Bodycraft Salon Spa,Grooming,800,6000,False,N/A,2
MERCH_GM_003_474,Bodycraft Salon Care,Grooming,800,6000,False,N/A,2
MERCH_GM_004_475,Beardo,Grooming,250,1500,False,N/A,2
MERCH_GM_004_476,Beardo Salon,Grooming,250,1500,False,N/A,2
MERCH_GM_004_477,Beardo Spa,Grooming,250,1500,False,N/A,2
MERCH_GM_004_478,Beardo Care,Grooming,250,1500,False,N/A,2
MERCH_GM_005_479,Kama Ayurveda,Grooming,900,5500,False,N/A,2
MERCH_GM_005_480,Kama Ayurveda Salon,Grooming,900,5500,False,N/A,2
MERCH_GM_005_481,Kama Ayurveda Spa,Grooming,900,5500,False,N/A,2
MERCH_GM_005_482,Kama Ayurveda Care,Grooming,900,5500,False,N/A,2
MERCH_MS_000_483,Local ATM Cash Withdrawal,Miscellaneous,500,10000,False,N/A,4
MERCH_MS_000_484,Local ATM Cash Withdrawal Services,Miscellaneous,500,10000,False,N/A,4
MERCH_MS_000_485,Local ATM Cash Withdrawal Direct,Miscellaneous,500,10000,False,N/A,4
MERCH_MS_001_486,India Post,Miscellaneous,50,500,False,N/A,3
MERCH_MS_001_487,India Post Services,Miscellaneous,50,500,False,N/A,3
MERCH_MS_001_488,India Post Direct,Miscellaneous,50,500,False,N/A,3
MERCH_MS_002_489,DTDC Express,Miscellaneous,100,1200,False,N/A,3
MERCH_MS_002_490,DTDC Express Services,Miscellaneous,100,1200,False,N/A,3
MERCH_MS_002_491,DTDC Express Direct,Miscellaneous,100,1200,False,N/A,3
MERCH_MS_003_492,BlueDart,Miscellaneous,150,1800,False,N/A,2
MERCH_MS_003_493,BlueDart Services,Miscellaneous,150,1800,False,N/A,2
MERCH_MS_003_494,BlueDart Direct,Miscellaneous,150,1800,False,N/A,2
MERCH_MS_004_495,Local Tailor & Repairs,Miscellaneous,100,1500,False,N/A,2
MERCH_MS_004_496,Local Tailor & Repairs Services,Miscellaneous,100,1500,False,N/A,2
MERCH_MS_004_497,Local Tailor & Repairs Direct,Miscellaneous,100,1500,False,N/A,2
MERCH_MS_005_498,Pet Care Clinic,Miscellaneous,300,4500,False,N/A,2
MERCH_MS_005_499,Pet Care Clinic Services,Miscellaneous,300,4500,False,N/A,2
MERCH_MS_005_500,Pet Care Clinic Direct,Miscellaneous,300,4500,False,N/A,2
MERCH_MS_006_501,General Miscellaneous UPI,Miscellaneous,50,2000,False,N/A,3
MERCH_MS_006_502,General Miscellaneous UPI Services,Miscellaneous,50,2000,False,N/A,3
MERCH_MS_006_503,General Miscellaneous UPI Direct,Miscellaneous,50,2000,False,N/A,3
